Time,Tk,R
5122,"22,6251106","18,2450084"
5123,"22,6513328","18,2449245"
5124,"22,6467456","18,2455692"
5125,"22,6365814","18,2457389"
5126,"22,6524085","18,2458267"
5127,"22,6595516","18,246519"
5128,"22,686716","18,2469329"
5129,"22,6905574","18,2473793"
5130,"22,6640911","18,248022"
5131,"22,6656055","18,2469921"
5132,"22,6389274","18,2477073"
5133,"22,6332416","18,2480163"
5134,"22,641983","18,2480297"
5135,"22,6714668","18,2483425"
5136,"22,6885585","18,2484989"
5137,"22,7046279","18,2497291"
5138,"22,7304821","18,2503395"
5139,"22,7432041","18,2504692"
5140,"22,7537364","18,2506427"
5141,"22,7307853","18,2509651"
5142,"22,7210617","18,2507076"
5143,"22,71599","18,2507991"
5144,"22,7189865","18,2510509"
5145,"22,7061328","18,2517318"
5146,"22,6969833","18,2523002"
5147,"22,6965427","18,2528896"
5148,"22,6696166","18,2529525"
5149,"22,6634502","18,2533416"
5150,"22,658617","18,2535877"
5151,"22,6392421","18,2539901"
5152,"22,6407279","18,2536392"
5153,"22,6322097","18,253889"
5154,"22,6226997","18,2546806"
5155,"22,6083774","18,2546424"
5156,"22,6090736","18,2552165"
5157,"22,5910034","18,2554836"
5158,"22,6000823","18,2554321"
5159,"22,5984745","18,2552223"
5160,"22,5983219","18,2559471"
5161,"22,5866756","18,2565212"
5162,"22,5831222","18,257143"
5163,"22,5690517","18,2561588"
5164,"22,5595836","18,2580718"
5165,"22,5536117","18,2585201"
5166,"22,5429077","18,2587547"
5167,"22,5407562","18,258665"
5168,"22,5590801","18,2588291"
5169,"22,5684967","18,259674"
5170,"22,576662","18,2604293"
5171,"22,5648899","18,2599201"
5172,"22,5500946","18,259653"
5173,"22,550188","18,2594699"
5174,"22,5440292","18,2607421"
5175,"22,5555915","18,261013"
5176,"22,5525417","18,2611122"
5177,"22,5609664","18,2615375"
5178,"22,5718803","18,261835"
5179,"22,587038","18,2621746"
5180,"22,5758876","18,2628955"
5181,"22,5825672","18,2630386"
5182,"22,5878047","18,2631797"
5183,"22,5798015","18,2639713"
5184,"22,5751876","18,2640876"
5185,"22,630661","18,2646961"
5186,"22,6841564","18,2644214"
5187,"22,6666393","18,2643184"
5188,"22,6752357","18,2653827"
5189,"22,6747894","18,2659225"
5190,"22,6827411","18,2656478"
5191,"22,674139","18,2665939"
5192,"22,6802368","18,2663173"
5193,"22,7341289","18,266798"
5194,"22,7112903","18,2663974"
5195,"22,7075691","18,2672233"
5196,"22,7009391","18,2673225"
5197,"22,7121524","18,2677803"
5198,"22,6895942","18,2673568"
5199,"22,6948585","18,2677097"
5200,"22,6997051","18,2685794"
5201,"22,7113323","18,2696113"
5202,"22,7466697","18,269289"
5203,"22,7604122","18,2692985"
5204,"22,7396087","18,2700176"
5205,"22,6988353","18,2702217"
5206,"22,7086925","18,270401"
5207,"22,737236","18,2707996"
5208,"22,7430381","18,2714653"
5209,"22,7462749","18,272253"
5210,"22,7533874","18,2719936"
5211,"22,75568","18,271944"
5212,"22,7374343","18,2728195"
5213,"22,751234","18,2729835"
5214,"22,7481613","18,2729568"
5215,"22,7402191","18,2730789"
5216,"22,7586612","18,2736186"
5217,"22,7777137","18,2744464"
5218,"22,8123836","18,2745189"
5219,"22,8220043","18,2747421"
5220,"22,8032798","18,2749252"
5221,"22,7967433","18,2745666"
5222,"22,7851505","18,2755889"
5223,"22,7911109","18,2757816"
5224,"22,7816238","18,2762889"
5225,"22,7830638","18,276596"
5226,"22,7935905","18,2769107"
5227,"22,7908573","18,2769813"
5228,"22,7946243","18,2772674"
5229,"22,7951049","18,2777709"
5230,"22,793806","18,2781581"
5231,"22,813364","18,2782535"
5232,"22,8340587","18,2788238"
5233,"22,8221035","18,2790603"
5234,"22,7947826","18,2797946"
5235,"22,7621078","18,2795581"
5236,"22,717781","18,280178"
5237,"22,6969413","18,2802467"
5238,"22,6701869","18,2801818"
5239,"22,6567001","18,2806472"
5240,"22,6546115","18,2812175"
5241,"22,6546745","18,2817821"
5242,"22,6571826","18,2816066"
5243,"22,6633453","18,28166"
5244,"22,6608257","18,2828025"
5245,"22,6570968","18,2828903"
5246,"22,6451969","18,2835025"
5247,"22,6402969","18,2830905"
5248,"22,6401042","18,283245"
5249,"22,6248512","18,2837524"
5250,"22,6134738","18,284151"
5251,"22,6241397","18,2842712"
5252,"22,6386547","18,2847976"
5253,"22,6484069","18,2848701"
5254,"22,6487846","18,2857532"
5255,"22,6497287","18,285799"
5256,"22,6515197","18,2859249"
5257,"22,6303615","18,2858905"
5258,"22,6406593","18,2863826"
5259,"22,6457958","18,2870521"
5260,"22,658411","18,2870044"
5261,"22,6499958","18,2873554"
5262,"22,6349639","18,287693"
5263,"22,6143302","18,2882919"
5264,"22,6087684","18,2891769"
5265,"22,610918","18,2895565"
5266,"22,6014041","18,2896404"
5267,"22,5918617","18,2895717"
5268,"22,5825061","18,289896"
5269,"22,5573196","18,2896881"
5270,"22,587326","18,290224"
5271,"22,612627","18,2906589"
5272,"22,6058139","18,2910804"
5273,"22,5948219","18,2911548"
5274,"22,5957374","18,2916469"
5275,"22,5893459","18,2920265"
5276,"22,5788326","18,2919883"
5277,"22,5817298","18,2923374"
5278,"22,5848312","18,2930335"
5279,"22,612524","18,292839"
5280,"22,6480827","18,2930202"
5281,"22,6651039","18,2937717"
5282,"22,6671504","18,2940196"
5283,"22,6707057","18,2948131"
5284,"22,6704788","18,2946548"
5285,"22,6538829","18,2951889"
5286,"22,6867122","18,295206"
5287,"22,6815853","18,2943859"
5288,"22,6606636","18,295782"
5289,"22,6360034","18,29636"
5290,"22,6127853","18,2965259"
5291,"22,5953674","18,2963752"
5292,"22,6001415","18,2968921"
5293,"22,58959","18,2970485"
5294,"22,5772686","18,2973346"
5295,"22,5735321","18,2973518"
5296,"22,586914","18,297327"
5297,"22,575632","18,2984962"
5298,"22,5780124","18,2990398"
5299,"22,5762939","18,299076"
5300,"22,563322","18,2995357"
5301,"22,5528049","18,2988414"
5302,"22,546503","18,2997131"
5303,"22,549839","18,3001956"
5304,"22,5411033","18,3006534"
5305,"22,5394134","18,3002967"
5306,"22,5350761","18,3006629"
5307,"22,5319213","18,3012695"
5308,"22,5340423","18,301424"
5309,"22,5416622","18,3017692"
5310,"22,5565299","18,301958"
5311,"22,5445213","18,3025035"
5312,"22,5418319","18,3032131"
5313,"22,5503005","18,3035011"
5314,"22,5599193","18,304039"
5315,"22,5661773","18,3039932"
5316,"22,5664272","18,3048534"
5317,"22,5629653","18,3038597"
5318,"22,5681133","18,3042049"
5319,"22,5671901","18,304243"
5320,"22,5676097","18,3046207"
5321,"22,5647945","18,3050193"
5322,"22,5576286","18,3052902"
5323,"22,5377655","18,3053989"
5324,"22,5290451","18,3062114"
5325,"22,5804977","18,3070945"
5326,"22,6258087","18,3073959"
5327,"22,6490821","18,3071422"
5328,"22,676342","18,307518"
5329,"22,6816349","18,3077335"
5330,"22,6615638","18,307991"
5331,"22,6476802","18,3081111"
5332,"22,6326293","18,308794"
5333,"22,6088542","18,309225"
5334,"22,601921","18,3096313"
5335,"22,5927333","18,3099384"
5336,"22,5778865","18,3097515"
5337,"22,5786857","18,3102817"
5338,"22,5499553","18,3102912"
5339,"22,5478954","18,3104419"
5340,"22,540903","18,3110733"
5341,"22,5319747","18,311243"
5342,"22,5179386","18,3118171"
5343,"22,5106601","18,311882"
5344,"22,5303783","18,3123836"
5345,"22,5679473","18,3127956"
5346,"22,5742568","18,313261"
5347,"22,5768241","18,3131217"
5348,"22,5861625","18,3137798"
5349,"22,5940189","18,3141555"
5350,"22,6102123","18,3140449"
5351,"22,6088562","18,3142127"
5352,"22,6215019","18,31501"
5353,"22,6182498","18,3153762"
5354,"22,6068553","18,3152999"
5355,"22,58815","18,3155059"
5356,"22,5838565","18,3158378"
5357,"22,5740528","18,3164024"
5358,"22,5924892","18,3163719"
5359,"22,5824928","18,3166236"
5360,"22,5812015","18,3175125"
5361,"22,5779323","18,3176975"
5362,"22,5881214","18,3179836"
5363,"22,5965843","18,3181209"
5364,"22,5752315","18,3184108"
5365,"22,5769519","18,3188018"
5366,"22,5793666","18,3193473"
5367,"22,5675659","18,3190956"
5368,"22,564104","18,3192329"
5369,"22,5478973","18,3203392"
5370,"22,5638675","18,3210334"
5371,"22,5798721","18,32135"
5372,"22,5772686","18,3207244"
5373,"22,5833034","18,3211822"
5374,"22,5673027","18,3209648"
5375,"22,5537662","18,3209266"
5376,"22,5706977","18,3216724"
5377,"22,5675334","18,3223381"
5378,"22,5560245","18,3226356"
5379,"22,560791","18,3228225"
5380,"22,555643","18,3222217"
5381,"22,561798","18,3223781"
5382,"22,5613784","18,3238258"
5383,"22,5754089","18,3239669"
5384,"22,5689067","18,3238677"
5385,"22,5560836","18,3244934"
5386,"22,563755","18,3245792"
5387,"22,5787048","18,3255882"
5388,"22,5746536","18,3253402"
5389,"22,5754585","18,3257331"
5390,"22,5834407","18,3262767"
5391,"22,5788097","18,3262538"
5392,"22,5819339","18,3266258"
5393,"22,585165","18,327116"
5394,"22,5805225","18,3269767"
5395,"22,5823993","18,3276863"
5396,"22,5801925","18,3275909"
5397,"22,5629615","18,3278999"
5398,"22,5595645","18,3281898"
5399,"22,550661","18,3284645"
5400,"22,543497","18,3288764"
5401,"22,5476741","18,3289775"
5402,"22,5360813","18,3294773"
5403,"22,5256652","18,33008"
5404,"22,5345554","18,3299369"
5405,"22,5489807","18,3305912"
5406,"22,5461235","18,3305587"
5407,"22,5362529","18,3306846"
5408,"22,5337047","18,3313846"
5409,"22,5240573","18,3314762"
5410,"22,5148563","18,3325958"
5411,"22,5318794","18,3322353"
5412,"22,5210208","18,3320922"
5413,"22,5291576","18,3320217"
5414,"22,5423889","18,3332195"
5415,"22,556322","18,3330078"
5416,"22,5906181","18,3334407"
5417,"22,6147174","18,3336639"
5418,"22,6219882","18,3345241"
5419,"22,6189765","18,3349819"
5420,"22,6169452","18,3348617"
5421,"22,6204223","18,3352737"
5422,"22,619524","18,3354492"
5423,"22,6206626","18,3363056"
5424,"22,6102695","18,336193"
5425,"22,6006546","18,3360519"
5426,"22,6019496","18,3365058"
5427,"22,5958595","18,3369522"
5428,"22,5862808","18,3372993"
5429,"22,5889034","18,337738"
5430,"22,5806102","18,3383121"
5431,"22,56707","18,3384075"
5432,"22,5640029","18,3388309"
5433,"22,5609035","18,3389816"
5434,"22,5640869","18,3394794"
5435,"22,5757465","18,3392314"
5436,"22,5792007","18,3393173"
5437,"22,5833873","18,3399829"
5438,"22,5848045","18,3399696"
5439,"22,5846729","18,3403854"
5440,"22,5834712","18,3403244"
5441,"22,5754337","18,3404808"
5442,"22,5758571","18,3417606"
5443,"22,5935573","18,3418312"
5444,"22,5826339","18,3418674"
5445,"22,5691204","18,3416023"
5446,"22,5509243","18,341917"
5447,"22,5364685","18,3424243"
5448,"22,5257816","18,3426036"
5449,"22,5171108","18,3439388"
5450,"22,5112648","18,3434486"
5451,"22,510334","18,3438529"
5452,"22,5239543","18,3449249"
5453,"22,5190391","18,3446807"
5454,"22,5116405","18,345148"
5455,"22,4976196","18,3450546"
5456,"22,4784545","18,3455734"
5457,"22,479063","18,3456344"
5458,"22,4757328","18,3461132"
5459,"22,4576244","18,346281"
5460,"22,4524383","18,3474674"
5461,"22,4425811","18,3470592"
5462,"22,4438095","18,3468799"
5463,"22,4437065","18,3472995"
5464,"22,4464168","18,3481655"
5465,"22,4541416","18,3482971"
5466,"22,4610176","18,3485603"
5467,"22,4565258","18,348236"
5468,"22,4814777","18,3484134"
5469,"22,4867038","18,348793"
5470,"22,4953975","18,3491725"
5471,"22,5024623","18,3499183"
5472,"22,5344238","18,349739"
5473,"22,551176","18,3503131"
5474,"22,5326099","18,3501262"
5475,"22,5492801","18,3492832"
5476,"22,5611209","18,3489246"
5477,"22,5622673","18,3472576"
5478,"22,5603866","18,3468341"
5479,"22,5429019","18,3463325"
5480,"22,5524101","18,3461208"
5481,"22,5656719","18,3458957"
5482,"22,5772762","18,3451213"
5483,"22,5771503","18,3446159"
5484,"22,5845317","18,3442993"
5485,"22,5933227","18,3443088"
5486,"22,5879077","18,3441658"
5487,"22,5832042","18,3438415"
5488,"22,5784225","18,3431606"
5489,"22,563816","18,3427791"
5490,"22,5783748","18,3424949"
5491,"22,58568","18,3424186"
5492,"22,5832176","18,3418998"
5493,"22,5700168","18,3414173"
5494,"22,5799655","18,3413772"
5495,"22,5753078","18,3409957"
5496,"22,5641098","18,3405952"
5497,"22,5516891","18,340641"
5498,"22,5505409","18,3405647"
5499,"22,578413","18,3394985"
5500,"22,5833759","18,3397369"
5501,"22,5859718","18,3397426"
5502,"22,5857849","18,3388881"
5503,"22,6025962","18,3386573"
5504,"22,6236858","18,3385562"
5505,"22,6421775","18,3388671"
5506,"22,6721382","18,3389358"
5507,"22,6685371","18,3380947"
5508,"22,6383686","18,3377475"
5509,"22,6533889","18,3375854"
5510,"22,6446304","18,3377075"
5511,"22,6321125","18,3376178"
5512,"22,7018833","18,3364181"
5513,"22,7378501","18,3361873"
5514,"22,7395629","18,3362236"
5515,"22,7281646","18,3358211"
5516,"22,7165298","18,3355541"
5517,"22,699974","18,3357276"
5518,"22,702795","18,3351593"
5519,"22,6803722","18,3346824"
5520,"22,6608524","18,334917"
5521,"22,6313037","18,334793"
5522,"22,6131572","18,3343048"
5523,"22,6093578","18,3342037"
5524,"22,6206474","18,3341484"
5525,"22,6410121","18,334156"
5526,"22,6567516","18,3337726"
5527,"22,6757831","18,3329982"
5528,"22,6982841","18,3333396"
5529,"22,6857604","18,3329505"
5530,"22,6753864","18,3328933"
5531,"22,6569671","18,3323268"
5532,"22,6731967","18,3325481"
5533,"22,6639289","18,3324584"
5534,"22,6755638","18,3325004"
5535,"22,6716232","18,3322582"
5536,"22,6598777","18,3316783"
5537,"22,6432704","18,3313732"
5538,"22,6474456","18,3310337"
5539,"22,6692295","18,3310394"
5540,"22,658987","18,3318958"
5541,"22,656681","18,3315448"
5542,"22,6302146","18,3314914"
5543,"22,6348247","18,3305225"
5544,"22,6739883","18,330635"
5545,"22,7068901","18,3310337"
5546,"22,6984653","18,3305053"
5547,"22,6995105","18,3301906"
5548,"22,6891288","18,3296794"
5549,"22,6746559","18,3299617"
5550,"22,6712036","18,3297748"
5551,"22,6613254","18,3291511"
5552,"22,6386184","18,329235"
5553,"22,636343","18,3291606"
5554,"22,6246471","18,3289432"
5555,"22,6134681","18,3288593"
5556,"22,5987644","18,3287906"
5557,"22,5976161","18,3288421"
5558,"22,6021347","18,3286972"
5559,"22,6068572","18,3282566"
5560,"22,6231765","18,3284358"
5561,"22,6338844","18,3285045"
5562,"22,6420078","18,3278636"
5563,"22,6540546","18,3278732"
5564,"22,6475296","18,3272304"
5565,"22,6440868","18,327526"
5566,"22,6487293","18,3274402"
5567,"22,6459503","18,3271598"
5568,"22,6353759","18,3267612"
5569,"22,6194438","18,326456"
5570,"22,6233539","18,3267173"
5571,"22,6176891","18,326828"
5572,"22,6019935","18,3267555"
5573,"22,5864009","18,326456"
5574,"22,5752849","18,326435"
5575,"22,5735492","18,3261127"
5576,"22,5693054","18,3264141"
5577,"22,6022586","18,3256568"
5578,"22,6111927","18,325735"
5579,"22,6333942","18,3255367"
5580,"22,6555252","18,3254108"
5581,"22,6677551","18,3255538"
5582,"22,6709709","18,3253574"
5583,"22,6658515","18,3253707"
5584,"22,6662559","18,3257751"
5585,"22,6510028","18,3247356"
5586,"22,6299648","18,3244724"
5587,"22,6238536","18,324419"
5588,"22,6228885","18,3243942"
5589,"22,6223239","18,3241405"
5590,"22,6320075","18,3247451"
5591,"22,6352615","18,3244056"
5592,"22,6323165","18,3243961"
5593,"22,6338081","18,3236827"
5594,"22,6367473","18,3239345"
5595,"22,6338367","18,3236389"
5596,"22,6315116","18,323307"
5597,"22,6390705","18,3234043"
5598,"22,658102","18,3228187"
5599,"22,6614723","18,3228702"
5600,"22,6551227","18,3225688"
5601,"22,6391448","18,3232975"
5602,"22,6299896","18,3226261"
5603,"22,6235141","18,3216953"
5604,"22,6208229","18,3222084"
5605,"22,6110935","18,3229141"
5606,"22,5995464","18,3220291"
5607,"22,5850067","18,3228588"
5608,"22,5829334","18,3219814"
5609,"22,5771598","18,3216915"
5610,"22,5569496","18,3217945"
5611,"22,5435504","18,3213882"
5612,"22,5285186","18,3215217"
5613,"22,5239715","18,3215675"
5614,"22,5469818","18,3207359"
5615,"22,552761","18,3211383"
5616,"22,5630855","18,3213596"
5617,"22,5670871","18,3209476"
5618,"22,5711631","18,3207569"
5619,"22,5667266","18,3209323"
5620,"22,5801048","18,3200054"
5621,"22,5752849","18,3199443"
5622,"22,5844593","18,3198604"
5623,"22,5878391","18,3196449"
5624,"22,6164093","18,319746"
5625,"22,6208419","18,3197422"
5626,"22,6244697","18,3194026"
5627,"22,6022987","18,319683"
5628,"22,5905094","18,3188514"
5629,"22,5923347","18,3194999"
5630,"22,5920906","18,31921"
5631,"22,5890426","18,3191089"
5632,"22,5909538","18,3186454"
5633,"22,5845756","18,3192577"
5634,"22,5686817","18,3188209"
5635,"22,5660934","18,3191013"
5636,"22,5591011","18,3184452"
5637,"22,5651798","18,3181514"
5638,"22,5670547","18,3182582"
5639,"22,5732059","18,3181724"
5640,"22,5769367","18,3182182"
5641,"22,5840606","18,3174324"
5642,"22,5894908","18,3171901"
5643,"22,6012039","18,3179702"
5644,"22,6105136","18,3180961"
5645,"22,6076965","18,3168296"
5646,"22,6297721","18,3171501"
5647,"22,6399612","18,3167991"
5648,"22,6573772","18,3177089"
5649,"22,6761474","18,3172149"
5650,"22,6776599","18,3171787"
5651,"22,6928043","18,3167152"
5652,"22,6951408","18,3173255"
5653,"22,693922","18,3169727"
5654,"22,6974067","18,3172073"
5655,"22,697443","18,3159294"
5656,"22,6915645","18,3158798"
5657,"22,6763019","18,3157501"
5658,"22,674467","18,3157005"
5659,"22,6710453","18,3162136"
5660,"22,6759109","18,3154392"
5661,"22,6865596","18,3156871"
5662,"22,6853313","18,3156642"
5663,"22,6961746","18,3158931"
5664,"22,6924819","18,3157596"
5665,"22,6663455","18,3156013"
5666,"22,6501979","18,3155841"
5667,"22,6334896","18,3153247"
5668,"22,625473","18,3145961"
5669,"22,608179","18,3146915"
5670,"22,5913867","18,3152103"
5671,"22,5879192","18,3148956"
5672,"22,5694313","18,3149528"
5673,"22,5700054","18,3141231"
5674,"22,5697994","18,3142795"
5675,"22,582796","18,3136253"
5676,"22,6158065","18,3145961"
5677,"22,6485958","18,3149566"
5678,"22,6619434","18,3137302"
5679,"22,6421146","18,3135833"
5680,"22,6299896","18,3131923"
5681,"22,6144428","18,3132781"
5682,"22,6056041","18,3135814"
5683,"22,6357383","18,3135452"
5684,"22,66399","18,312704"
5685,"22,6848602","18,3127689"
5686,"22,6977443","18,3130416"
5687,"22,7125301","18,312191"
5688,"22,7042884","18,3132286"
5689,"22,7226715","18,313076"
5690,"22,7366676","18,31254"
5691,"22,754858","18,3127059"
5692,"22,7354545","18,3125438"
5693,"22,6996421","18,3115367"
5694,"22,6817836","18,3118057"
5695,"22,6693668","18,3120403"
5696,"22,6684894","18,3116035"
5697,"22,6409626","18,3121128"
5698,"22,6171665","18,3113536"
5699,"22,601469","18,3115081"
5700,"22,6076107","18,3114509"
5701,"22,617834","18,3114318"
5702,"22,629322","18,3106746"
5703,"22,6252174","18,3114128"
5704,"22,631813","18,3107128"
5705,"22,6179103","18,3109245"
5706,"22,6176834","18,3109397"
5707,"22,6260528","18,3105716"
5708,"22,6417331","18,3098125"
5709,"22,6430377","18,3096809"
5710,"22,6501159","18,3101673"
5711,"22,656948","18,3100643"
5712,"22,643505","18,3098831"
5713,"22,6366729","18,3092899"
5714,"22,6349983","18,310007"
5715,"22,635147","18,3095855"
5716,"22,6525478","18,3092861"
5717,"22,6661624","18,3095512"
5718,"22,6466674","18,3091354"
5719,"22,6550426","18,3088817"
5720,"22,6563415","18,3087215"
5721,"22,654869","18,3095283"
5722,"22,6603584","18,3091449"
5723,"22,6568775","18,3088531"
5724,"22,6579132","18,3087577"
5725,"22,6560497","18,3093147"
5726,"22,6692924","18,3086299"
5727,"22,6792869","18,3088779"
5728,"22,6833953","18,3086757"
5729,"22,6987705","18,3084487"
5730,"22,7029075","18,3086872"
5731,"22,6897544","18,3084735"
5732,"22,6772594","18,3079833"
5733,"22,6876754","18,3081722"
5734,"22,6737213","18,3079643"
5735,"22,6822757","18,3078098"
5736,"22,6855792","18,307394"
5737,"22,6916179","18,3072357"
5738,"22,7073993","18,3073711"
5739,"22,7222003","18,3073673"
5740,"22,7072792","18,3071861"
5741,"22,7067508","18,3066864"
5742,"22,6876926","18,3067264"
5743,"22,687931","18,3074588"
5744,"22,7015647","18,3069"
5745,"22,7265262","18,3065776"
5746,"22,7316112","18,3059215"
5747,"22,7338848","18,306158"
5748,"22,7470035","18,3063163"
5749,"22,7448463","18,3059978"
5750,"22,7386837","18,3059997"
5751,"22,7434406","18,305437"
5752,"22,7613716","18,3055381"
5753,"22,7467823","18,3057785"
5754,"22,7315082","18,3059921"
5755,"22,7217693","18,3060455"
5756,"22,7183761","18,3054237"
5757,"22,7348079","18,3051567"
5758,"22,7451324","18,3058662"
5759,"22,7264385","18,3054561"
5760,"22,7252063","18,3054313"
5761,"22,7102012","18,305128"
5762,"22,6893806","18,3049354"
5763,"22,704544","18,3047103"
5764,"22,7165374","18,3047943"
5765,"22,7142963","18,3041973"
5766,"22,7069225","18,3041534"
5767,"22,7394733","18,3043537"
5768,"22,7488174","18,304718"
5769,"22,7741966","18,3047199"
5770,"22,8043727","18,3047981"
5771,"22,798706","18,3037815"
5772,"22,8100299","18,3036174"
5773,"22,8092231","18,3030967"
5774,"22,8446617","18,3034381"
5775,"22,846138","18,3035259"
5776,"22,8297863","18,3032379"
5777,"22,8096485","18,303215"
5778,"22,7902297","18,3033657"
5779,"22,7922859","18,3030204"
5780,"22,7866363","18,3029956"
5781,"22,7961788","18,3028984"
5782,"22,8193168","18,3028926"
5783,"22,818346","18,3028564"
5784,"22,8285446","18,3033008"
5785,"22,8161277","18,3030471"
5786,"22,7972068","18,3029022"
5787,"22,785593","18,3029747"
5788,"22,77458","18,3024826"
5789,"22,7632579","18,3024692"
5790,"22,7474594","18,3022117"
5791,"22,7518272","18,3023204"
5792,"22,7422771","18,3018074"
5793,"22,740076","18,3011589"
5794,"22,7417736","18,3018188"
5795,"22,7472896","18,3018245"
5796,"22,7255058","18,3014907"
5797,"22,717102","18,3012161"
5798,"22,7006435","18,3015518"
5799,"22,6988124","18,3010654"
5800,"22,7047996","18,300848"
5801,"22,6999664","18,3009071"
5802,"22,7037754","18,3008136"
5803,"22,7148933","18,3009586"
5804,"22,7098026","18,3006973"
5805,"22,7313556","18,3002433"
5806,"22,7674083","18,300251"
5807,"22,8041763","18,3003044"
5808,"22,8046455","18,300209"
5809,"22,7982521","18,3001956"
5810,"22,7897815","18,3001708"
5811,"22,7806758","18,2999553"
5812,"22,7715034","18,300024"
5813,"22,7743549","18,2996158"
5814,"22,7637062","18,2992572"
5815,"22,7621784","18,2993583"
5816,"22,7508296","18,3000335"
5817,"22,7530002","18,2995986"
5818,"22,7625923","18,2995662"
5819,"22,8081874","18,2988834"
5820,"22,8226203","18,2988395"
5821,"22,7927284","18,2989349"
5822,"22,7603263","18,2988357"
5823,"22,7367954","18,2985458"
5824,"22,7575664","18,2987403"
5825,"22,7967777","18,2987937"
5826,"22,7965927","18,2981605"
5827,"22,7843189","18,2977199"
5828,"22,7774009","18,2981338"
5829,"22,7753982","18,2977619"
5830,"22,7867507","18,2974967"
5831,"22,7911529","18,2972393"
5832,"22,774475","18,2970886"
5833,"22,745264","18,2973861"
5834,"22,7490119","18,2978019"
5835,"22,7324542","18,2979984"
5836,"22,7208652","18,2969703"
5837,"22,7122077","18,2969436"
5838,"22,7215461","18,2968387"
5839,"22,7201385","18,29677"
5840,"22,7373714","18,2967567"
5841,"22,7523593","18,2969932"
5842,"22,7493057","18,2970962"
5843,"22,761383","18,2966423"
5844,"22,7863655","18,2961063"
5845,"22,8079833","18,2958106"
5846,"22,8132038","18,2966823"
5847,"22,8308391","18,2962741"
5848,"22,8443927","18,2963542"
5849,"22,8536911","18,2962951"
5850,"22,8712043","18,296379"
5851,"22,8792514","18,2954425"
5852,"22,8766975","18,29566"
5853,"22,8787002","18,2953147"
5854,"22,8837184","18,2951812"
5855,"22,8846416","18,2956981"
5856,"22,8857707","18,2953071"
5857,"22,8827781","18,2948837"
5858,"22,8884086","18,2949237"
5859,"22,8988037","18,2946777"
5860,"22,9071788","18,2945537"
5861,"22,9077377","18,2948303"
5862,"22,8958015","18,294754"
5863,"22,8714237","18,2945632"
5864,"22,8501663","18,294775"
5865,"22,8302001","18,2945346"
5866,"22,8085613","18,2942504"
5867,"22,811943","18,2943592"
5868,"22,8258571","18,2939586"
5869,"22,8454647","18,2942886"
5870,"22,8375854","18,2942695"
5871,"22,8350982","18,2938976"
5872,"22,824644","18,2938289"
5873,"22,8358402","18,2938041"
5874,"22,8473167","18,2937793"
5875,"22,8284854","18,2937927"
5876,"22,8139648","18,2933826"
5877,"22,8047065","18,2932567"
5878,"22,7839679","18,2927188"
5879,"22,7660446","18,2931156"
5880,"22,7899265","18,2932376"
5881,"22,8075027","18,2929496"
5882,"22,8529777","18,2929821"
5883,"22,8548278","18,2931594"
5884,"22,8663349","18,2924499"
5885,"22,8559703","18,29249"
5886,"22,8866615","18,2924423"
5887,"22,894411","18,2928791"
5888,"22,8967895","18,2926235"
5889,"22,9076843","18,2920284"
5890,"22,8982563","18,291975"
5891,"22,9134635","18,2921066"
5892,"22,9275417","18,2918338"
5893,"22,9550685","18,2920417"
5894,"22,9612255","18,2920513"
5895,"22,9531612","18,2918186"
5896,"22,9534263","18,2923164"
5897,"22,9482536","18,2918262"
5898,"22,9405841","18,291994"
5899,"22,9246082","18,2913246"
5900,"22,9171695","18,2910537"
5901,"22,9269485","18,2909774"
5902,"22,9303836","18,2913684"
5903,"22,9444961","18,2908821"
5904,"22,9549255","18,2903766"
5905,"22,9774341","18,2902851"
5906,"22,9957008","18,2895984"
5907,"23,0083351","18,2895126"
5908,"23,0184154","18,2896709"
5909,"23,0277881","18,2900905"
5910,"23,017807","18,2901821"
5911,"22,9933395","18,2898769"
5912,"22,9419651","18,2899093"
5913,"22,907608","18,2901153"
5914,"22,8778457","18,2898979"
5915,"22,8972949","18,2884349"
5916,"22,9295578","18,2900218"
5917,"22,9504547","18,2900428"
5918,"22,9899005","18,2892475"
5919,"22,9938163","18,289524"
5920,"23,0199413","18,2899017"
5921,"23,0345191","18,2894973"
5922,"23,0410881","18,2888355"
5923,"23,0635166","18,2888946"
5924,"23,0683498","18,2890415"
5925,"23,0579509","18,288536"
5926,"23,0519275","18,2885494"
5927,"23,047039","18,2887535"
5928,"23,0391101","18,2889556"
5929,"23,0200004","18,2888565"
5930,"23,0195865","18,2886142"
5931,"23,0022163","18,2884788"
5932,"22,9877605","18,2881774"
5933,"22,980421","18,2881526"
5934,"22,9758071","18,2881755"
5935,"22,96809","18,2880001"
5936,"22,9638748","18,287796"
5937,"22,9763927","18,2875728"
5938,"22,9762649","18,2874183"
5939,"22,9958915","18,2882652"
5940,"23,0181102","18,2880287"
5941,"23,0308399","18,2868499"
5942,"23,0245342","18,287014"
5943,"23,0219955","18,2871036"
5944,"23,025505","18,2869033"
5945,"23,0011024","18,2870464"
5946,"22,9822673","18,2871379"
5947,"22,9509525","18,2863349"
5948,"22,9285831","18,2862682"
5949,"22,9149436","18,2866897"
5950,"22,9126319","18,286375"
5951,"22,904932","18,2867984"
5952,"22,8935775","18,2865753"
5953,"22,9030609","18,2858161"
5954,"22,9118938","18,2858905"
5955,"22,9108562","18,2852649"
