Time,Tk,R
1605,"22,0880794","18,1023006"
1606,"22,1006069","18,1029396"
1607,"22,0892353","18,1034717"
1608,"22,0550117","18,1040897"
1609,"22,038433","18,104391"
1610,"22,0410614","18,1049079"
1611,"21,9859447","18,1048622"
1612,"21,952486","18,1049499"
1613,"21,9290924","18,1065959"
1614,"21,9095611","18,1073627"
1615,"21,8747177","18,1076774"
1616,"21,8434467","18,1077651"
1617,"21,8347148","18,1081829"
1618,"21,8257579","18,1087818"
1619,"21,8068561","18,1093654"
1620,"21,7996883","18,1100444"
1621,"21,7942218","18,1110897"
1622,"21,7997417","18,1115474"
1623,"21,7893466","18,1108741"
1624,"21,7797985","18,1117458"
1625,"21,7683143","18,1118869"
1626,"21,7680301","18,113058"
1627,"21,7770442","18,113245"
1628,"21,7602291","18,1138515"
1629,"21,7697811","18,1142845"
1630,"21,7671775","18,1151885"
1631,"21,7641639","18,1154232"
1632,"21,7908115","18,1162185"
1633,"21,8119506","18,1154365"
1634,"21,824295","18,1161518"
1635,"21,8265342","18,1167221"
1636,"21,8234272","18,1170997"
1637,"21,8117942","18,1177501"
1638,"21,7924613","18,1192188"
1639,"21,7867431","18,1194782"
1640,"21,7999877","18,1201953"
1641,"21,8124885","18,1202373"
1642,"21,8300495","18,1209831"
1643,"21,8577423","18,1213741"
1644,"21,8747329","18,12187"
1645,"21,8770256","18,1227703"
1646,"21,8704032","18,123022"
1647,"21,8742084","18,1232681"
1648,"21,8754081","18,123516"
1649,"21,8780498","18,1241092"
1650,"21,8584327","18,1243896"
1651,"21,8420104","18,1256484"
1652,"21,832859","18,1262912"
1653,"21,8100795","18,1263904"
1654,"21,8156261","18,1265735"
1655,"21,8302669","18,1271018"
1656,"21,8516368","18,1270484"
1657,"21,844841","18,1276245"
1658,"21,8540019","18,1286983"
1659,"21,8574905","18,1295375"
1660,"21,8424453","18,1299667"
1661,"21,8447036","18,1301727"
1662,"21,889492","18,1308517"
1663,"21,932312","18,1309642"
1664,"21,9602832","18,1319122"
1665,"21,9819641","18,1316051"
1666,"21,9820938","18,132164"
1667,"21,992609","18,1324996"
1668,"21,9979438","18,133728"
1669,"21,9991512","18,1342601"
1670,"22,0036392","18,1346855"
1671,"22,0236301","18,134819"
1672,"22,0504798","18,1357612"
1673,"22,073141","18,1358623"
1674,"22,0481586","18,1362648"
1675,"22,0525569","18,1373519"
1676,"22,0576953","18,1376323"
1677,"22,027317","18,1382198"
1678,"22,0054798","18,138525"
1679,"21,9839038","18,1394824"
1680,"21,9601821","18,1398696"
1681,"21,9347267","18,1400241"
1682,"21,9314842","18,1405372"
1683,"21,9230499","18,1409835"
1684,"21,9086246","18,1413745"
1685,"21,9080085","18,1417045"
1686,"21,8960723","18,1425495"
1687,"21,8991336","18,1432342"
1688,"21,8871231","18,1433525"
1689,"21,8787631","18,1442546"
1690,"21,879322","18,1445369"
1691,"21,8800487","18,144947"
1692,"21,8864078","18,1453304"
1693,"21,8910541","18,146162"
1694,"21,8822689","18,1463794"
1695,"21,8872356","18,1470108"
1696,"21,8715438","18,1473236"
1697,"21,8670215","18,1478958"
1698,"21,8724212","18,1481323"
1699,"21,8822574","18,1488456"
1700,"21,8954029","18,149353"
1701,"21,8930568","18,1495571"
1702,"21,8846988","18,1495647"
1703,"21,8779315","18,150114"
1704,"21,876152","18,1505966"
1705,"21,8625373","18,1513481"
1706,"21,8399219","18,1520862"
1707,"21,8382053","18,1528606"
1708,"21,8298721","18,1531391"
1709,"21,8276615","18,1536197"
1710,"21,8256206","18,1543636"
1711,"21,8295497","18,1538639"
1712,"21,8323879","18,1547412"
1713,"21,8407421","18,1558265"
1714,"21,825447","18,155981"
1715,"21,8250236","18,1564674"
1716,"21,8282241","18,1565933"
1717,"21,813076","18,1569213"
1718,"21,8026866","18,1577472"
1719,"21,8036785","18,1578769"
1720,"21,7855415","18,1588268"
1721,"21,7885246","18,1599388"
1722,"21,7793064","18,1600189"
1723,"21,7618579","18,1604919"
1724,"21,7603836","18,1606044"
1725,"21,763277","18,1608409"
1726,"21,7534294","18,1619129"
1727,"21,7777576","18,1629943"
1728,"21,7800922","18,1623954"
1729,"21,7869358","18,1628284"
1730,"21,7947864","18,1642303"
1731,"21,7972068","18,1638317"
1732,"21,8064441","18,1652622"
1733,"21,8376617","18,1652565"
1734,"21,8724937","18,1658515"
1735,"21,905775","18,1663455"
1736,"21,9228591","18,1663722"
1737,"21,9072494","18,1669197"
1738,"21,9158058","18,1672515"
1739,"21,9245185","18,1679935"
1740,"21,9400424","18,1687908"
1741,"21,9490756","18,1691455"
1742,"21,9562816","18,1695232"
1743,"21,9803104","18,1703338"
1744,"21,9892902","18,1707725"
1745,"22,0166072","18,170948"
1746,"22,0465698","18,1714229"
1747,"22,0731887","18,1722335"
1748,"22,0713367","18,1728515"
1749,"22,0872058","18,1731796"
1750,"22,0903453","18,173706"
1751,"22,1173648","18,1739444"
1752,"22,1228313","18,1744709"
1753,"22,1197929","18,1757488"
1754,"22,1221923","18,1750755"
1755,"22,1140441","18,1754741"
1756,"22,126028","18,1758155"
1757,"22,142353","18,176155"
1758,"22,1497592","18,1767616"
1759,"22,1653842","18,1777362"
1760,"22,171379","18,1779041"
1761,"22,1614055","18,1789054"
1762,"22,1517391","18,1787738"
1763,"22,142908","18,1794872"
1764,"22,1318721","18,1798992"
1765,"22,1074047","18,1802806"
1766,"22,0900363","18,1809711"
1767,"22,0792522","18,1815891"
1768,"22,0751895","18,1815509"
1769,"22,0798511","18,1826858"
1770,"22,0978717","18,183155"
1771,"22,1070556","18,1831893"
1772,"22,1107978","18,183649"
1773,"22,0948982","18,1843967"
1774,"22,06991","18,1846675"
1775,"22,0580615","18,1852207"
1776,"22,0412902","18,1858654"
1777,"22,0321559","18,1860733"
1778,"22,0296707","18,1862049"
1779,"22,0153141","18,1861953"
1780,"21,9971714","18,1869735"
1781,"22,0213069","18,1889476"
1782,"22,0357913","18,1887989"
1783,"22,0677967","18,1893043"
1784,"22,0826988","18,189476"
1785,"22,0969066","18,1897811"
1786,"22,1137084","18,1901493"
1787,"22,1510429","18,1947822"
1788,"22,1445846","18,1908969"
1789,"22,151987","18,1917972"
1790,"22,1614456","18,1922683"
1791,"22,1467514","18,1926593"
1792,"22,144165","18,1927909"
1793,"22,150011","18,1939277"
1794,"22,1170444","18,1944408"
1795,"22,07485","18,1943092"
1796,"22,0678138","18,1950244"
1797,"22,0707473","18,1953907"
1798,"22,0451335","18,1961421"
1799,"22,0361862","18,1968803"
1800,"22,0140018","18,1974544"
1801,"22,0114955","18,1975727"
1802,"22,0047168","18,1976699"
1803,"22,0000762","18,1982078"
1804,"21,992218","18,1984233"
1805,"21,9865989","18,1993713"
1806,"21,9865875","18,2000312"
1807,"21,9711055","18,2004337"
1808,"21,966463","18,20125"
1809,"21,9467449","18,2016716"
1810,"21,9491367","18,2019042"
1811,"21,9273605","18,2024593"
1812,"21,9181652","18,2024116"
1813,"21,9085922","18,2030811"
1814,"21,9280662","18,2029247"
1815,"21,9594173","18,2038612"
1816,"22,0520801","18,2039775"
1817,"22,09556","18,2047176"
1818,"22,0786323","18,2056312"
1819,"22,0738162","18,2058906"
1820,"22,0662956","18,2063865"
1821,"22,0584125","18,2068271"
1822,"22,0549697","18,2074871"
1823,"22,0407752","18,2080593"
1824,"22,047388","18,2083301"
1825,"22,0297889","18,2085437"
1826,"22,0174922","18,2080879"
1827,"22,00601","18,2092685"
1828,"21,9986915","18,2095985"
1829,"21,9852027","18,2098236"
1830,"21,983324","18,211502"
1831,"21,9666614","18,2112426"
1832,"21,955286","18,2116775"
1833,"21,951971","18,2130241"
1834,"21,9497394","18,2123641"
1835,"21,9422531","18,2134189"
1836,"21,924982","18,213417"
1837,"21,9225902","18,2141265"
1838,"21,911251","18,2141475"
1839,"21,9102897","18,2146358"
1840,"21,9029026","18,2148933"
1841,"21,8975753","18,2161617"
1842,"21,8953762","18,2171211"
1843,"21,8857402","18,2163009"
1844,"21,8711433","18,2167873"
1845,"21,8638038","18,2171897"
1846,"21,8600196","18,2181758"
1847,"21,8391723","18,2182102"
1848,"21,8362827","18,2195091"
1849,"21,8317184","18,2194881"
1850,"21,8310222","18,2200832"
1851,"21,8353691","18,2205314"
1852,"21,8375988","18,2208442"
1853,"21,8269119","18,2212677"
1854,"21,8284683","18,2220916"
1855,"21,8191909","18,2223091"
1856,"21,8258018","18,2223777"
1857,"21,8301849","18,2231998"
1858,"21,8309059","18,2234363"
1859,"21,84626","18,2233295"
1860,"21,8535823","18,2253379"
1861,"21,9064216","18,2244987"
1862,"21,9243316","18,2254753"
1863,"21,8946895","18,2261466"
1864,"21,8987464","18,2269535"
1865,"21,9217605","18,2269077"
1866,"21,8926696","18,2276649"
1867,"21,9032154","18,2273864"
1868,"21,9262866","18,2279872"
1869,"21,9403419","18,2287712"
1870,"21,9194488","18,2286415"
1871,"21,9358749","18,2291908"
1872,"21,9603614","18,2301254"
1873,"21,9818058","18,2303791"
1874,"21,9974517","18,2307682"
1875,"22,0150566","18,2312793"
1876,"22,0400714","18,2314033"
1877,"22,0313205","18,2318229"
1878,"22,0157909","18,2328815"
1879,"22,0373973","18,2336635"
1880,"22,0175151","18,2338771"
1881,"22,0117435","18,2338829"
1882,"21,9976787","18,2340755"
1883,"22,008501","18,2345638"
1884,"21,9915752","18,2354927"
1885,"22,0023288","18,2356071"
1886,"21,9952449","18,2367115"
1887,"22,0373611","18,237152"
1888,"22,0918807","18,2376861"
1889,"22,1023864","18,2372074"
1890,"22,188385","18,2384738"
1891,"22,192398","18,2387962"
1892,"22,1952533","18,2393283"
1893,"22,1920433","18,2395935"
1894,"22,2174701","18,2399921"
1895,"22,2083129","18,2403736"
1896,"22,1841163","18,2414493"
1897,"22,1683044","18,2417964"
1898,"22,158863","18,2420673"
1899,"22,1466445","18,2421169"
1900,"22,1473426","18,2426967"
1901,"22,1464424","18,2434082"
1902,"22,1205101","18,2436447"
1903,"22,1066074","18,2439079"
1904,"22,0841903","18,2451629"
1905,"22,0342845","18,2455558"
1906,"22,02635","18,2457408"
1907,"22,0247974","18,2463359"
1908,"22,0014171","18,2464199"
1909,"21,9710102","18,2463932"
1910,"21,9607067","18,246746"
1911,"21,9568862","18,2475585"
1912,"21,9679737","18,2473239"
1913,"21,9750251","18,248167"
1914,"21,9775161","18,2487621"
1915,"21,9828014","18,2496318"
1916,"21,9944324","18,2497787"
1917,"22,045145","18,2499389"
1918,"22,0699806","18,2501907"
1919,"22,0708885","18,2508735"
1920,"22,0713596","18,2509727"
1921,"22,0440464","18,2526454"
1922,"22,0130958","18,2521781"
1923,"21,9944858","18,2527809"
1924,"21,980009","18,2534618"
1925,"21,9640121","18,2539024"
1926,"21,9529571","18,2537899"
1927,"21,9838466","18,255577"
1928,"21,9978981","18,2557468"
1929,"22,0037879","18,25597"
1930,"22,008562","18,2561645"
1931,"22,0410137","18,2568435"
1932,"22,0183868","18,2571926"
1933,"22,0941829","18,2571544"
1934,"22,1123561","18,2583312"
1935,"22,1063289","18,2585449"
1936,"22,1231079","18,2587108"
1937,"22,1402511","18,2591915"
1938,"22,1195125","18,2594203"
1939,"22,0692844","18,2602291"
1940,"22,0508155","18,2606563"
1941,"22,0483188","18,2608909"
1942,"22,0460605","18,26128"
1943,"22,0454959","18,2617874"
1944,"22,0219573","18,2627334"
1945,"21,9967899","18,263401"
1946,"21,9781379","18,2631855"
1947,"21,9797725","18,262928"
1948,"21,9821453","18,2632656"
1949,"22,0050773","18,2651004"
1950,"21,995552","18,2655715"
1951,"21,9614105","18,2657928"
1952,"21,9541168","18,2657814"
1953,"21,9733276","18,2661418"
1954,"21,9827766","18,2669944"
1955,"21,9755077","18,2673549"
1956,"21,9662322","18,267826"
1957,"21,9547538","18,2676029"
1958,"21,9583187","18,2681827"
1959,"21,9429702","18,2686805"
1960,"21,9393196","18,2691173"
1961,"21,9476375","18,2693881"
1962,"21,9437751","18,270338"
1963,"21,9608097","18,270401"
1964,"21,9594478","18,2712574"
1965,"21,9604873","18,2718181"
1966,"21,9583415","18,2720527"
1967,"21,9621086","18,2726192"
1968,"21,959362","18,2727451"
1969,"21,9645881","18,2729625"
1970,"22,0106105","18,2734832"
1971,"22,0214977","18,2742805"
1972,"22,0240993","18,2743129"
1973,"22,0229034","18,2744731"
1974,"22,0225715","18,2757606"
1975,"22,0668869","18,2760658"
1976,"22,0843658","18,2759933"
1977,"22,1056289","18,2758026"
1978,"22,1000404","18,2767429"
1979,"22,075983","18,277687"
1980,"22,1169986","18,2777805"
1981,"22,1232776","18,2783107"
1982,"22,0983753","18,2784481"
1983,"22,1012077","18,2790679"
1984,"22,1435508","18,2802391"
1985,"22,1653938","18,2802619"
1986,"22,1404285","18,2809791"
1987,"22,1305541","18,2806663"
1988,"22,130907","18,281332"
1989,"22,1292552","18,281847"
1990,"22,127016","18,2822475"
1991,"22,0982532","18,2826118"
1992,"22,0475502","18,2836322"
1993,"22,0351352","18,2839527"
1994,"22,0007762","18,2841758"
1995,"21,9872913","18,2846202"
1996,"21,9927272","18,285284"
1997,"21,9913406","18,2856998"
1998,"21,9938697","18,286354"
1999,"22,0044879","18,2866096"
2000,"21,9837512","18,2871189"
2001,"21,9713878","18,2870635"
2002,"21,9491119","18,287384"
2003,"21,9463939","18,2880439"
2004,"21,9482917","18,2885379"
2005,"21,9493408","18,2890262"
2006,"21,9514122","18,2895259"
2007,"21,9424362","18,2900733"
2008,"21,9548645","18,2904567"
2009,"21,9410266","18,2905216"
2010,"21,9447784","18,2908802"
2011,"21,943428","18,2912673"
2012,"21,9551429","18,2914333"
2013,"21,9513454","18,2922763"
2014,"21,9738712","18,2927837"
2015,"21,9701499","18,2930068"
2016,"21,9753856","18,2934589"
2017,"21,9831047","18,2944679"
2018,"22,0015811","18,2947349"
2019,"22,0209159","18,2952518"
2020,"22,0256748","18,2958602"
2021,"22,0464553","18,2959613"
2022,"22,0741329","18,2965431"
2023,"22,0729122","18,2971744"
2024,"22,0663776","18,2976341"
2025,"22,061098","18,2973003"
2026,"22,0507583","18,2982215"
2027,"22,0296382","18,2981357"
2028,"22,0216178","18,298582"
2029,"22,0258064","18,2993869"
2030,"22,0365753","18,2995033"
2031,"22,0246429","18,299551"
2032,"22,016035","18,3000526"
2033,"22,0036334","18,300455"
2034,"21,9959602","18,3018188"
2035,"21,9909095","18,3019695"
2036,"21,9794769","18,3027191"
2037,"21,9843959","18,3025379"
2038,"21,9906768","18,3031749"
2039,"21,9906425","18,3042488"
2040,"22,0030345","18,3039398"
2041,"22,0122146","18,3052082"
2042,"22,0121059","18,3052215"
2043,"22,0151748","18,305561"
2044,"22,0201358","18,3055725"
2045,"22,0029678","18,3061656"
2046,"21,9971828","18,3072929"
2047,"21,9796009","18,3071327"
2048,"21,9550762","18,3064975"
2049,"21,9578742","18,3078403"
2050,"21,9487857","18,3081035"
2051,"21,9531497","18,3083419"
2052,"21,9460487","18,3088798"
2053,"21,9452285","18,3093318"
2054,"21,9541893","18,3101501"
2055,"21,9902229","18,3105068"
2056,"22,011898","18,3109493"
2057,"22,0326118","18,3115196"
2058,"22,0346183","18,3121471"
2059,"22,0296382","18,3119525"
2060,"22,0233421","18,3125"
2061,"22,0278625","18,3132438"
2062,"22,0277481","18,3134937"
2063,"22,0245113","18,3135757"
2064,"22,0488662","18,3140411"
2065,"22,0508213","18,3147487"
2066,"22,0647945","18,3148612"
2067,"22,0602741","18,3156719"
2068,"22,0490837","18,3160533"
2069,"22,0206165","18,316389"
2070,"22,0074195","18,3167495"
2071,"22,0179901","18,3174953"
2072,"22,0286598","18,3174228"
2073,"22,0288219","18,3177719"
2074,"22,025938","18,3190917"
2075,"22,0224304","18,3183746"
2076,"22,0100212","18,3192348"
2077,"22,0048828","18,3197059"
2078,"22,0095767","18,3203659"
2079,"22,0009117","18,3207511"
2080,"22,0289936","18,3207054"
2081,"22,0831375","18,3211021"
2082,"22,0847129","18,3220901"
2083,"22,0799331","18,3223857"
2084,"22,0793666","18,3231754"
2085,"22,0792007","18,323431"
2086,"22,1020793","18,323595"
2087,"22,0902671","18,3240203"
2088,"22,0703659","18,3242416"
2089,"22,0468025","18,3244953"
2090,"22,0679016","18,3257961"
2091,"22,1035995","18,3258495"
2092,"22,1122226","18,3262557"
2093,"22,1097831","18,3267574"
2094,"22,1054039","18,3274383"
2095,"22,0963268","18,3274593"
2096,"22,0600585","18,327835"
2097,"22,0401802","18,3283138"
2098,"22,0385627","18,328907"
2099,"22,0132408","18,3294982"
2100,"22,0057201","18,3296279"
2101,"21,9999065","18,3301448"
2102,"21,9986248","18,330286"
2103,"21,9973564","18,3302803"
2104,"22,0069541","18,3308296"
2105,"22,0308456","18,3311958"
2106,"22,0192165","18,3319492"
2107,"22,022684","18,3324394"
2108,"22,0082378","18,3324375"
2109,"22,0047245","18,3330059"
2110,"22,0100975","18,3334598"
2111,"22,0289573","18,3340015"
2112,"22,0213947","18,3340339"
2113,"22,0180358","18,3341941"
2114,"22,0619449","18,3345298"
2115,"22,0800533","18,3357868"
2116,"22,0860252","18,3362083"
2117,"22,0965576","18,3366813"
2118,"22,1266117","18,3373069"
2119,"22,150629","18,3370685"
2120,"22,1771869","18,3374404"
2121,"22,2120513","18,3378582"
2122,"22,2164878","18,3382835"
2123,"22,1946334","18,3391151"
2124,"22,210886","18,3395938"
2125,"22,2272014","18,3396892"
2126,"22,2220726","18,3401107"
2127,"22,2094078","18,3404026"
2128,"22,2394275","18,3409042"
2129,"22,2539672","18,3412284"
2130,"22,2595157","18,3415374"
2131,"22,2834892","18,3414936"
2132,"22,3109626","18,3428211"
2133,"22,313343","18,3429756"
2134,"22,317173","18,3433837"
2135,"22,318552","18,3442516"
2136,"22,311367","18,344448"
2137,"22,3163299","18,3445892"
2138,"22,3333148","18,3449058"
2139,"22,3243408","18,345581"
2140,"22,3858451","18,3459205"
2141,"22,4290447","18,3466758"
2142,"22,4125652","18,3469009"
2143,"22,5038757","18,3467922"
2144,"22,5347461","18,3471736"
2145,"22,563755","18,3479404"
2146,"22,5874347","18,3481807"
2147,"22,5962371","18,3486938"
2148,"22,5634117","18,34873"
2149,"22,5405597","18,3493213"
2150,"22,5478286","18,3496952"
2151,"22,5157814","18,3504676"
2152,"22,4407672","18,3504619"
2153,"22,4299926","18,3496036"
2154,"22,3873863","18,3486824"
2155,"22,3265266","18,3479957"
2156,"22,2889938","18,3474845"
2157,"22,2547092","18,3475914"
2158,"22,2338504","18,3471622"
2159,"22,2250957","18,3470802"
2160,"22,2311992","18,3462276"
2161,"22,2132205","18,3459587"
2162,"22,2137107","18,346239"
2163,"22,1847667","18,3461532"
2164,"22,1578655","18,3456287"
2165,"22,1418857","18,34519"
2166,"22,1167373","18,3443069"
2167,"22,0987071","18,344347"
2168,"22,1121807","18,3439426"
2169,"22,123022","18,3438854"
2170,"22,1276226","18,3427391"
2171,"22,1495666","18,3422985"
2172,"22,1429386","18,3422718"
2173,"22,1418476","18,342287"
2174,"22,1819152","18,3419933"
2175,"22,2163543","18,3418197"
2176,"22,2305965","18,3413524"
2177,"22,2395477","18,3411197"
2178,"22,249401","18,341154"
2179,"22,2389888","18,3402767"
2180,"22,2561073","18,3404216"
2181,"22,2630939","18,3398208"
2182,"22,2687129","18,339487"
2183,"22,2650012","18,3394775"
2184,"22,2621746","18,339426"
2185,"22,257225","18,339241"
2186,"22,2540054","18,338705"
2187,"22,2618045","18,3383274"
2188,"22,2502822","18,3379802"
2189,"22,2548141","18,3376102"
2190,"22,2570877","18,3379802"
2191,"22,2544879","18,3377513"
2192,"22,2373046","18,3370666"
2193,"22,2384815","18,3369827"
2194,"22,1971511","18,3362388"
2195,"22,1810798","18,3358879"
2196,"22,1830234","18,3371105"
2197,"22,1704406","18,3355751"
2198,"22,1335659","18,3350925"
2199,"22,1333866","18,3348197"
2200,"22,1364841","18,3343696"
2201,"22,1311931","18,3345584"
2202,"22,1197071","18,3345317"
2203,"22,1416988","18,3342018"
2204,"22,1338844","18,3337821"
2205,"22,127552","18,332796"
2206,"22,1385383","18,3326053"
2207,"22,1459445","18,3332386"
2208,"22,1523056","18,3326797"
2209,"22,163763","18,3321056"
2210,"22,1824779","18,3326702"
2211,"22,1801624","18,3318634"
2212,"22,1947708","18,3317165"
2213,"22,2070026","18,3312797"
2214,"22,2090091","18,331005"
2215,"22,2068748","18,3302307"
2216,"22,2111148","18,329914"
2217,"22,1838073","18,3297386"
2218,"22,1753387","18,3295135"
2219,"22,1632652","18,3291645"
2220,"22,1581268","18,3292236"
2221,"22,1645202","18,3296813"
2222,"22,2237892","18,3288116"
2223,"22,2649612","18,3290367"
2224,"22,284193","18,3281307"
2225,"22,244625","18,3278427"
2226,"22,2227382","18,3280372"
2227,"22,1949253","18,327362"
2228,"22,1684036","18,3270511"
2229,"22,1539688","18,3268623"
2230,"22,140707","18,3271102"
2231,"22,1312217","18,326189"
2232,"22,1355762","18,3254356"
2233,"22,1299457","18,3255653"
2234,"22,1387577","18,3257923"
2235,"22,1358032","18,3253231"
2236,"22,1550159","18,3249359"
2237,"22,1550559","18,3247776"
2238,"22,1592502","18,3245067"
2239,"22,161602","18,3242835"
2240,"22,1566467","18,3244457"
2241,"22,1387729","18,3237876"
2242,"22,1272411","18,3241519"
2243,"22,1219635","18,3237934"
2244,"22,1260166","18,3228187"
2245,"22,1341323","18,3230361"
2246,"22,1490306","18,3230514"
2247,"22,1737537","18,3223648"
2248,"22,15065","18,3222732"
2249,"22,1187648","18,3223247"
2250,"22,1070003","18,3213176"
2251,"22,0752201","18,3206787"
2252,"22,0681476","18,321331"
2253,"22,0706424","18,321062"
2254,"22,0740356","18,3213214"
2255,"22,073801","18,3211956"
2256,"22,0643863","18,3206291"
2257,"22,0673694","18,3202724"
2258,"22,0566272","18,3199844"
2259,"22,0655612","18,3194179"
2260,"22,0743598","18,3190155"
2261,"22,0846538","18,319168"
2262,"22,0991783","18,319395"
2263,"22,0871925","18,3190212"
2264,"22,0479259","18,3182144"
2265,"22,03022","18,3176651"
2266,"22,0152759","18,3175392"
2267,"21,9870452","18,3172416"
2268,"21,9808521","18,316864"
2269,"21,9821586","18,3167324"
2270,"21,9697799","18,3165206"
2271,"21,967102","18,3167724"
2272,"21,969345","18,3160438"
2273,"21,9677524","18,3160858"
2274,"21,9729881","18,316246"
2275,"21,9757709","18,316019"
2276,"21,9722633","18,3155994"
2277,"21,9730339","18,3147029"
2278,"21,9529113","18,3145999"
2279,"21,9712982","18,3143348"
2280,"21,9688148","18,3147144"
2281,"21,9519996","18,3140163"
2282,"21,9451427","18,3141174"
2283,"21,9336147","18,3136196"
2284,"21,920145","18,3137283"
2285,"21,9247875","18,3135318"
2286,"21,9151039","18,3128547"
2287,"21,9058189","18,3128776"
2288,"21,897274","18,3120803"
2289,"21,896574","18,3119049"
2290,"21,9058818","18,3118591"
2291,"21,9206371","18,312025"
2292,"21,9249496","18,3117218"
2293,"21,9246711","18,3114242"
2294,"21,9316654","18,3111686"
2295,"21,9230422","18,310728"
2296,"21,9201068","18,3105258"
2297,"21,9000625","18,3105316"
2298,"21,8958091","18,3104248"
2299,"21,8961162","18,3102436"
2300,"21,9063453","18,3098659"
2301,"21,9185771","18,3094882"
2302,"21,9161891","18,3093872"
2303,"21,9122371","18,308855"
2304,"21,9039001","18,3086223"
2305,"21,8991317","18,3085746"
2306,"21,8980579","18,3086509"
2307,"21,9033546","18,3078956"
2308,"21,9329261","18,3079376"
2309,"21,9263038","18,3076667"
2310,"21,955902","18,3061771"
2311,"22,014595","18,3071842"
2312,"22,0463504","18,306818"
2313,"22,0261783","18,3059082"
2314,"22,09132","18,3063716"
2315,"22,0964736","18,3070735"
2316,"22,0778446","18,3066959"
2317,"22,0502414","18,3059577"
2318,"22,0521697","18,3056373"
2319,"22,0567359","18,3055152"
2320,"22,0573101","18,3051109"
2321,"22,0637779","18,3047275"
2322,"22,0665416","18,3044052"
2323,"22,0531806","18,3039684"
2324,"22,0657672","18,3034858"
2325,"22,0670127","18,3038253"
2326,"22,0720806","18,3034172"
2327,"22,0850715","18,30303"
2328,"22,0846614","18,303564"
2329,"22,0604362","18,3032817"
2330,"22,0436534","18,3033256"
2331,"22,0180721","18,3027439"
2332,"22,0007343","18,3026428"
2333,"21,984497","18,3021316"
2334,"21,9907245","18,3021144"
2335,"21,9883041","18,3018398"
2336,"21,9731845","18,301712"
2337,"21,9680843","18,3013496"
2338,"21,9530124","18,3011054"
2339,"21,9583816","18,3008232"
2340,"21,9686431","18,3011493"
2341,"21,971487","18,3005962"
2342,"21,958271","18,3007469"
2343,"21,9608097","18,3009872"
2344,"21,9554977","18,3003959"
2345,"21,9465675","18,3000488"
2346,"21,9412364","18,2998714"
2347,"21,9446601","18,2985801"
2348,"21,9655838","18,2987918"
2349,"21,986433","18,2987918"
2350,"21,9816207","18,2981224"
2351,"21,9695968","18,2981796"
2352,"21,9642677","18,2976398"
2353,"21,9494419","18,2976245"
2354,"21,9305133","18,2974472"
2355,"21,9474887","18,2975673"
2356,"21,9505577","18,2973804"
2357,"21,9567909","18,2958602"
2358,"21,9593219","18,2959117"
2359,"21,9590644","18,2955532"
2360,"21,9607009","18,2969646"
2361,"21,953226","18,2966499"
2362,"21,9518814","18,2959327"
2363,"21,9537696","18,2960338"
2364,"21,9612903","18,2953891"
2365,"21,9632625","18,2959365"
2366,"21,9526481","18,2955398"
2367,"21,9345092","18,2947788"
2368,"21,9320507","18,2943954"
2369,"21,9283561","18,2940158"
2370,"21,9272079","18,2941226"
2371,"21,9388351","18,2938213"
2372,"21,9330749","18,2941455"
2373,"21,9455432","18,2935791"
2374,"21,965826","18,2932281"
2375,"21,9655551","18,2930374"
2376,"21,9790306","18,2931766"
2377,"21,9918479","18,2935466"
2378,"22,02178","18,2929477"
2379,"22,0432395","18,2930335"
2380,"22,0830383","18,2922477"
2381,"22,1106472","18,291933"
2382,"22,120573","18,2917022"
2383,"22,1166267","18,2919635"
2384,"22,1257305","18,2914466"
2385,"22,1203727","18,2910633"
2386,"22,1153621","18,2914714"
2387,"22,1216297","18,2904281"
2388,"22,1121101","18,2901325"
2389,"22,1072158","18,2899627"
2390,"22,1205463","18,2899227"
2391,"22,1096744","18,2897224"
2392,"22,1076202","18,2899513"
2393,"22,0996665","18,2899227"
2394,"22,0976028","18,2894916"
2395,"22,1036605","18,2888412"
2396,"22,0915107","18,2890834"
2397,"22,0698776","18,2884349"
2398,"22,0567893","18,2884197"
2399,"22,0384807","18,2878417"
2400,"22,0388698","18,2880992"
2401,"22,035221","18,2879371"
2402,"22,0246105","18,2876491"
2403,"22,0247611","18,2874526"
2404,"22,0252399","18,2874507"
2405,"22,0283737","18,28726"
2406,"22,0215244","18,2867469"
2407,"22,0177783","18,2866554"
2408,"22,0291481","18,2867126"
2409,"22,0265369","18,2861881"
2410,"22,0269794","18,2863483"
2411,"22,0280799","18,2856197"
2412,"22,0258064","18,2850265"
2413,"22,0157737","18,2854537"
2414,"22,0080852","18,2850399"
2415,"21,9933319","18,285324"
2416,"21,9784297","18,2848815"
2417,"21,9779739","18,2847709"
2418,"21,9794673","18,2847309"
2419,"21,9784393","18,2843551"
2420,"21,9675331","18,2836532"
2421,"21,953844","18,2843418"
2422,"21,950304","18,2841453"
2423,"21,9543628","18,2838096"
2424,"21,9764938","18,2842235"
2425,"21,9678268","18,2833995"
2426,"21,95722","18,2833385"
2427,"21,9426078","18,2833232"
2428,"21,9493694","18,2826385"
2429,"21,9468555","18,2823772"
2430,"21,9252777","18,2818565"
2431,"21,9152336","18,28199"
2432,"21,9116992","18,2817916"
2433,"21,9209079","18,2819652"
2434,"21,9185657","18,2811698"
2435,"21,9225292","18,2809658"
2436,"21,9228363","18,2810764"
2437,"21,9309024","18,2808723"
