Частота,Канал A
(kГц),(В)

0.00000000,0.27526280
0.02384186,0.18950730
0.04768372,0.12787630
0.07152557,0.03940295
0.09536743,0.00327728
0.11920929,0.00030690
0.14305115,0.00025213
0.16689301,0.00022865
0.19073486,0.00018641
0.21457672,0.00018369
0.23841858,0.00008293
0.26226044,0.00007320
0.28610229,0.00020523
0.30994415,0.00022966
0.33378601,0.00018605
0.35762787,0.00010377
0.38146973,0.00014270
0.40531158,0.00019369
0.42915344,0.00025919
0.45299530,0.00031398
0.47683716,0.00035618
0.50067902,0.00047024
0.52452087,0.00058680
0.54836273,0.00065656
0.57220459,0.00073647
0.59604645,0.00064639
0.61988831,0.00050689
0.64373016,0.00047002
0.66757202,0.00048221
0.69141388,0.00047118
0.71525574,0.00051794
0.73909760,0.00042954
0.76293945,0.00026215
0.78678131,0.00024108
0.81062317,0.00033064
0.83446503,0.00048868
0.85830688,0.00046676
0.88214874,0.00028582
0.90599060,0.00012230
0.92983246,0.00007020
0.95367432,0.00026314
0.97751617,0.00028149
1.00135803,0.00024438
1.02519989,0.00020602
1.04904175,0.00016870
1.07288361,0.00015656
1.09672546,0.00026392
1.12056732,0.00043705
1.14440918,0.00054005
1.16825104,0.00053571
1.19209290,0.00042358
1.21593475,0.00018969
1.23977661,0.00002754
1.26361847,0.00007780
1.28746033,0.00016082
1.31130219,0.00025001
1.33514404,0.00044379
1.35898590,0.00069242
1.38282776,0.00084253
1.40666962,0.00081579
1.43051147,0.00075274
1.45435333,0.00054602
1.47819519,0.00029215
1.50203705,0.00015910
1.52587891,0.00010045
1.54972076,0.00008502
1.57356262,0.00018368
1.59740448,0.00030866
1.62124634,0.00035596
1.64508820,0.00031973
1.66893005,0.00034080
1.69277191,0.00032426
1.71661377,0.00031191
1.74045563,0.00029941
1.76429749,0.00011869
1.78813934,0.00014594
1.81198120,0.00021314
1.83582306,0.00023043
1.85966492,0.00020346
1.88350677,0.00007203
1.90734863,0.00015461
1.93119049,0.00018307
1.95503235,0.00011803
1.97887421,0.00004255
2.00271606,0.00004941
2.02655792,0.00006904
2.05039978,0.00013096
2.07424164,0.00018859
2.09808350,0.00024232
2.12192535,0.00016856
2.14576721,0.00003866
2.16960907,0.00009537
2.19345093,0.00016319
2.21729279,0.00035350
2.24113464,0.00052973
2.26497650,0.00067209
2.28881836,0.00069909
2.31266022,0.00055637
2.33650208,0.00038167
2.36034393,0.00023592
2.38418579,0.00012375
2.40802765,0.00008429
2.43186951,0.00007806
2.45571136,0.00004409
2.47955322,0.00014189
2.50339508,0.00023624
2.52723694,0.00016978
2.55107880,0.00004670
2.57492065,0.00009992
2.59876251,0.00023293
2.62260437,0.00032238
2.64644623,0.00025106
2.67028809,0.00015713
2.69412994,0.00022675
2.71797180,0.00044049
2.74181366,0.00068727
2.76565552,0.00078787
2.78949738,0.00076780
2.81333923,0.00068295
2.83718109,0.00046702
2.86102295,0.00017229
2.88486481,0.00010281
2.90870667,0.00024634
2.93254852,0.00032520
2.95639038,0.00037917
2.98023224,0.00036982
3.00407410,0.00039655
3.02791595,0.00041928
3.05175781,0.00024979
3.07559967,0.00007951
3.09944153,0.00014081
3.12328339,0.00028107
3.14712524,0.00048017
3.17096710,0.00060003
3.19480896,0.00063212
3.21865082,0.00055417
3.24249268,0.00040606
3.26633453,0.00017678
3.29017639,0.00009800
3.31401825,0.00027890
3.33786011,0.00034642
3.36170197,0.00028363
3.38554382,0.00015747
3.40938568,0.00007099
3.43322754,0.00008110
3.45706940,0.00018067
3.48091125,0.00031841
3.50475311,0.00049223
3.52859497,0.00059514
3.55243683,0.00064158
3.57627869,0.00057103
3.60012054,0.00035892
3.62396240,0.00023819
3.64780426,0.00042514
3.67164612,0.00046717
3.69548798,0.00038853
3.71932983,0.00016788
3.74317169,0.00010016
3.76701355,0.00021422
3.79085541,0.00019448
3.81469727,0.00010830
3.83853912,0.00005941
3.86238098,0.00013703
3.88622284,0.00012866
3.91006470,0.00008462
3.93390656,0.00021958
3.95774841,0.00050435
3.98159027,0.00064609
4.00543213,0.00071238
4.02927399,0.00063318
4.05311584,0.00041578
4.07695770,0.00016295
4.10079956,0.00008937
4.12464142,0.00027191
4.14848328,0.00035183
4.17232513,0.00030872
4.19616699,0.00016618
4.22000885,0.00011900
4.24385071,0.00026566
4.26769257,0.00036946
4.29153442,0.00038516
4.31537628,0.00024616
4.33921814,0.00015184
4.36306000,0.00021171
4.38690186,0.00036066
4.41074371,0.00043234
4.43458557,0.00043630
4.45842743,0.00039181
4.48226929,0.00032969
4.50611115,0.00019738
4.52995300,0.00008078
4.55379486,0.00004855
4.57763672,0.00013784
4.60147858,0.00027549
4.62532043,0.00036141
4.64916229,0.00030110
4.67300415,0.00027098
4.69684601,0.00030826
4.72068787,0.00030770
4.74452972,0.00026706
4.76837158,0.00021513
4.79221344,0.00014747
4.81605530,0.00016278
4.83989716,0.00021372
4.86373901,0.00032220
4.88758087,0.00035561
4.91142273,0.00030053
4.93526459,0.00016753
4.95910645,0.00008703
4.98294830,0.00028145
5.00679016,0.00031754
5.03063202,0.00031455
5.05447388,0.00034933
5.07831573,0.00034903
5.10215759,0.00035109
5.12599945,0.00039734
5.14984131,0.00040980
5.17368317,0.00047761
5.19752502,0.00049498
5.22136688,0.00043231
5.24520874,0.00038591
5.26905060,0.00041396
5.29289246,0.00045647
5.31673431,0.00045237
5.34057617,0.00039622
5.36441803,0.00027067
5.38825989,0.00012618
5.41210175,0.00008707
5.43594360,0.00011077
5.45978546,0.00012282
5.48362732,0.00019437
5.50746918,0.00038070
5.53131104,0.00052651
5.55515289,0.00059097
5.57899475,0.00066279
5.60283661,0.00074400
5.62667847,0.00074215
5.65052032,0.00065106
5.67436218,0.00057799
5.69820404,0.00051740
5.72204590,0.00036351
5.74588776,0.00027759
5.76972961,0.00022934
5.79357147,0.00008679
5.81741333,0.00002444
5.84125519,0.00009776
5.86509705,0.00026376
5.88893890,0.00033562
5.91278076,0.00038351
5.93662262,0.00052191
5.96046448,0.00049489
5.98430634,0.00034763
6.00814819,0.00027199
6.03199005,0.00019424
6.05583191,0.00022582
6.07967377,0.00031343
6.10351563,0.00031893
6.12735748,0.00023185
6.15119934,0.00020918
6.17504120,0.00028969
6.19888306,0.00031703
6.22272491,0.00034723
6.24656677,0.00032452
6.27040863,0.00031992
6.29425049,0.00032364
6.31809235,0.00035828
6.34193420,0.00034105
6.36577606,0.00020405
6.38961792,0.00014844
6.41345978,0.00019279
6.43730164,0.00027657
6.46114349,0.00035617
6.48498535,0.00031506
6.50882721,0.00028691
6.53266907,0.00043914
6.55651093,0.00061801
6.58035278,0.00056855
6.60419464,0.00045346
6.62803650,0.00036858
6.65187836,0.00017740
6.67572021,0.00011627
6.69956207,0.00028837
6.72340393,0.00038910
6.74724579,0.00035196
6.77108765,0.00023913
6.79492950,0.00006353
6.81877136,0.00016041
6.84261322,0.00028723
6.86645508,0.00027639
6.89029694,0.00021026
6.91413879,0.00019924
6.93798065,0.00020865
6.96182251,0.00026059
6.98566437,0.00032409
7.00950623,0.00031242
7.03334808,0.00026002
7.05718994,0.00030908
7.08103180,0.00039855
7.10487366,0.00040486
7.12871552,0.00040012
7.15255737,0.00033801
7.17639923,0.00017829
7.20024109,0.00024838
7.22408295,0.00039289
7.24792480,0.00039509
7.27176666,0.00027994
7.29560852,0.00009567
7.31945038,0.00017541
7.34329224,0.00047773
7.36713409,0.00067062
7.39097595,0.00076827
7.41481781,0.00073451
7.43865967,0.00052579
7.46250153,0.00033958
7.48634338,0.00021512
7.51018524,0.00033002
7.53402710,0.00036918
7.55786896,0.00022364
7.58171082,0.00004227
7.60555267,0.00023705
7.62939453,0.00037434
7.65323639,0.00037611
7.67707825,0.00035037
7.70092010,0.00033156
7.72476196,0.00023994
7.74860382,0.00022110
7.77244568,0.00028163
7.79628754,0.00036051
7.82012939,0.00035597
7.84397125,0.00021938
7.86781311,0.00019336
7.89165497,0.00026978
7.91549683,0.00039623
7.93933868,0.00055201
7.96318054,0.00054059
7.98702240,0.00047490
8.01086426,0.00045090
8.03470612,0.00033118
8.05854797,0.00023656
8.08238983,0.00027292
8.10623169,0.00028141
8.13007355,0.00029032
8.15391541,0.00028797
8.17775726,0.00028976
8.20159912,0.00030672
8.22544098,0.00038014
8.24928284,0.00044854
8.27312469,0.00040489
8.29696655,0.00030543
8.32080841,0.00027994
8.34465027,0.00036012
8.36849213,0.00039431
8.39233398,0.00035725
8.41617584,0.00029444
8.44001770,0.00021132
8.46385956,0.00017984
8.48770142,0.00021665
8.51154327,0.00035679
8.53538513,0.00052242
8.55922699,0.00048273
8.58306885,0.00033430
8.60691071,0.00005024
8.63075256,0.00029931
8.65459442,0.00035914
8.67843628,0.00019767
8.70227814,0.00018359
8.72612000,0.00015819
8.74996185,0.00017465
8.77380371,0.00017412
8.79764557,0.00029360
8.82148743,0.00026801
8.84532928,0.00012607
8.86917114,0.00024208
8.89301300,0.00029174
8.91685486,0.00030079
8.94069672,0.00042247
8.96453857,0.00047701
8.98838043,0.00036320
9.01222229,0.00030981
9.03606415,0.00032241
9.05990601,0.00025185
9.08374786,0.00024171
9.10758972,0.00013339
9.13143158,0.00018594
9.15527344,0.00034699
9.17911530,0.00049063
9.20295715,0.00061517
9.22679901,0.00069621
9.25064087,0.00068832
9.27448273,0.00053589
9.29832458,0.00037731
9.32216644,0.00037110
9.34600830,0.00051713
9.36985016,0.00055576
9.39369202,0.00056481
9.41753387,0.00056666
9.44137573,0.00032856
9.46521759,0.00027142
9.48905945,0.00026632
9.51290131,0.00014324
9.53674316,0.00013471
9.56058502,0.00018413
9.58442688,0.00026999
9.60826874,0.00039499
9.63211060,0.00043175
9.65595245,0.00048670
9.67979431,0.00056643
9.70363617,0.00046788
9.72747803,0.00027575
9.75131989,0.00029798
9.77516174,0.00035124
9.79900360,0.00036434
9.82284546,0.00041675
9.84668732,0.00048782
9.87052917,0.00045675
9.89437103,0.00030371
9.91821289,0.00010849
9.94205475,0.00011777
9.96589661,0.00039541
9.98973846,0.00059931
10.01358032,0.00069496
10.03742218,0.00070853
10.06126404,0.00069809
10.08510590,0.00060169
10.10894775,0.00044802
10.13278961,0.00039201
10.15663147,0.00031236
10.18047333,0.00023683
10.20431519,0.00025372
10.22815704,0.00019661
10.25199890,0.00004247
10.27584076,0.00016321
10.29968262,0.00039326
10.32352448,0.00050617
10.34736633,0.00047171
10.37120819,0.00043932
10.39505005,0.00043686
10.41889191,0.00038189
10.44273376,0.00018808
10.46657562,0.00006318
10.49041748,0.00012522
10.51425934,0.00013227
10.53810120,0.00011502
10.56194305,0.00020045
10.58578491,0.00037269
10.60962677,0.00050377
10.63346863,0.00052348
10.65731049,0.00037479
10.68115234,0.00019265
10.70499420,0.00015586
10.72883606,0.00017604
10.75267792,0.00007323
10.77651978,0.00009971
10.80036163,0.00025791
10.82420349,0.00029501
10.84804535,0.00023186
10.87188721,0.00023713
10.89572906,0.00022418
10.91957092,0.00025588
10.94341278,0.00034906
10.96725464,0.00045479
10.99109650,0.00040818
11.01493835,0.00019078
11.03878021,0.00019696
11.06262207,0.00062639
11.08646393,0.00079478
11.11030579,0.00059903
11.13414764,0.00029108
11.15798950,0.00008769
11.18183136,0.00032367
11.20567322,0.00047598
11.22951508,0.00049193
11.25335693,0.00048914
11.27719879,0.00042347
11.30104065,0.00031263
11.32488251,0.00018354
11.34872437,0.00014458
11.37256622,0.00028530
11.39640808,0.00035649
11.42024994,0.00030393
11.44409180,0.00024007
11.46793365,0.00027675
11.49177551,0.00047603
11.51561737,0.00066383
11.53945923,0.00068867
11.56330109,0.00054509
11.58714294,0.00031325
11.61098480,0.00019659
11.63482666,0.00027775
11.65866852,0.00029951
11.68251038,0.00033237
11.70635223,0.00029785
11.73019409,0.00027631
11.75403595,0.00025329
11.77787781,0.00019496
11.80171967,0.00020758
11.82556152,0.00029665
11.84940338,0.00034740
11.87324524,0.00034895
11.89708710,0.00023942
11.92092896,0.00009038
11.94477081,0.00022650
11.96861267,0.00036505
11.99245453,0.00034631
12.01629639,0.00022856
12.04013824,0.00014728
12.06398010,0.00014931
12.08782196,0.00009240
12.11166382,0.00003928
12.13550568,0.00017152
12.15934753,0.00023129
12.18318939,0.00019550
12.20703125,0.00016314
12.23087311,0.00013743
12.25471497,0.00015623
12.27855682,0.00020175
12.30239868,0.00026401
12.32624054,0.00039495
12.35008240,0.00048218
12.37392426,0.00047707
12.39776611,0.00048554
12.42160797,0.00045359
12.44544983,0.00030464
12.46929169,0.00025094
12.49313354,0.00040281
12.51697540,0.00060396
12.54081726,0.00080578
12.56465912,0.00085275
12.58850098,0.00069438
12.61234283,0.00047584
12.63618469,0.00028056
12.66002655,0.00007387
12.68386841,0.00020242
12.70771027,0.00031038
12.73155212,0.00039001
12.75539398,0.00047235
12.77923584,0.00033972
12.80307770,0.00012907
12.82691956,0.00008176
12.85076141,0.00015362
12.87460327,0.00026143
12.89844513,0.00028875
12.92228699,0.00021253
12.94612885,0.00015817
12.96997070,0.00005621
12.99381256,0.00031673
13.01765442,0.00055044
13.04149628,0.00065149
13.06533813,0.00057766
13.08917999,0.00038780
13.11302185,0.00015624
13.13686371,0.00012311
13.16070557,0.00035182
13.18454742,0.00060741
13.20838928,0.00073620
13.23223114,0.00078438
13.25607300,0.00068453
13.27991486,0.00046251
13.30375671,0.00029549
13.32759857,0.00036938
13.35144043,0.00045842
13.37528229,0.00054732
13.39912415,0.00061964
13.42296600,0.00056526
13.44680786,0.00050868
13.47064972,0.00053819
13.49449158,0.00054513
13.51833344,0.00040223
13.54217529,0.00020355
13.56601715,0.00018534
13.58985901,0.00031828
13.61370087,0.00034399
13.63754272,0.00023693
13.66138458,0.00023672
13.68522644,0.00032611
13.70906830,0.00045102
13.73291016,0.00050724
13.75675201,0.00047577
13.78059387,0.00045894
13.80443573,0.00051969
13.82827759,0.00052587
13.85211945,0.00048866
