C,f,U_C,C.err,f.err,U_C.err
nF,kHz,V,nF,Hz,V
24.8,31.568,1.523,0.05,1,3%
24.8,31.811,1.8953
24.8,32.014,2.2478
24.8,32.265,2.5427
24.8,32.11,2.3969
24.8,31.689,1.7066
24.8,31.866,1.99
24.8,31.878,2.0153
24.8,33.214,1.5501
24.8,33.043,1.7642
24.8,32.749,2.1725
24.8,32.479,2.4918
24.8,32.579,2.3914
24.8,32.884,1.9778
24.8,32.622,2.3371
24.8,33.127,1.6627
