C_n,f,U_C,E,C_n.err,f.err,U_C.err,E.err
nF,kHz,V,V,nF,Hz,V,V
24.8,32.353,2.5655,0.1003,0.05,1,3%,3%
33.2,28.01,2.2597,0.1002
47.6,23.379,1.9508,0.1001
57.5,21.352,1.7805,0.1000
68.0,19.502,1.6727,0.0999
102.8,15.939,1.3919,0.0998
