C,x1,x2,f,C.err,x1.err,x2.err,f.err
nF,,,kHz,nF,,,Hz
33.2,2.7,6.9,28.823,0.05,0.1,0.1,1
33.2,3,6.6,30.143
33.2,3,6.7,29.876
33.2,3,6.8,29.277
33.2,2.8,6.8,28.917
33.2,2.2,7,28.32
33.2,2.6,7,28.645
33.2,1.9,7.1,28.035
33.2,0.2,7.3,26.31
33.2,0.2,7.3,26.45
33.2,0.6,7.4,26.84
33.2,0.8,7.3,27.22
33.2,0.9,7.3,27.387
33.2,1.5,7.2,27.766
33.2,1.8,7.2,27.97
33.2,1.2,7.2,27.657

