1037.988,1375.988,1857.988,2319.688,2820.588
133.8,154.2,176.4,196.3,217.9
217.07,309,355.7,393.3,436.1
408,464,533.2,589.9,654.5
544.5,619.3,711.7,786.7,872.8
683,774.2,890.3,983.6,1091.7
820.1,931,1069.3,1181.1,1310.2
956.7,1088.7,1248.7,1379.8,1530.1
1096.3,1244.8,1429.3,1578.6,1750.2
1239.6,1404.3,1610.7,1778.2,1971.5
