n,x,x.err
,millimeter,micrometer
1,146.770,1
2,147.770
3,148.550
4,148.880
5,149.550
6,150.543
7,151.732
8,152.865
9,154.456
10,156.433
11,162.433
12,164.213
13,165.781
14,166.976
15,167.990
16,168.847
17,169.792
18,170.542
19,171.275
20,171.861
