f,U,I,f.err,U.err,I.err
Hz,V,mA,Hz,V,mA
20,0.1389,495.55,0.1,0.0001,0.01
30,0.2047,492.8
40,0.2666,488.08
50,0.324,482.24
60,0.3766,475.74
70,0.4243,468.82
80,0.467,461.73
90,0.505,454.68
100,0.5387,447.81
110,0.5684,441.22
120,0.5946,434.94

