b,D_1,b.err,D_1.err
mm,mm,mm,mm
0.05,2.0,0.005,0.3
0.1,3.0
0.15,4.0
0.2,5.5
0.25,6.0
0.3,7.0
0.35,8.0
0.4,9.0
0.45,11.0
0.5,12.0
